サービスID,アイテムID,13桁ISBN,カテゴリ,評価,読書状況,レビュー,タグ,読書メモ(非公開),登録日時,読了日,タイトル,著者,出版社名,発行年,タイプ,ページ数
1,B07T3YR146,,自己啓発,4,読み終わった,"積読本が溜まってたところ、併読でなくて一冊ずつしっかり読むようにしたいと思い、本書を読んだ。

・本は著者との真剣勝負。一行、一字、読み飛ばさない

という出口さんの本に対するスタンスに感銘を受けた。
しばらくは一冊ずつしっかり読んで行こうと思う。",読書,,2021/12/13 23:07,2021/12/13 23:07,本の「使い方」　１万冊を血肉にした方法,出口 治明,KADOKAWA,2019,電子書籍,213
1,B091YKBVG7,,漫画,3,読み終わった,,,,2021/12/11 11:07,2021/12/10 0:00,赤と黒 (まんがで読破),スタンダール,Teamバンミカス,,電子書籍,
1,4.78E+09,9.78E+12,その他,,積読,,反出世主義,,2021/12/10 16:18,,ただしい人類滅亡計画 反出生主義をめぐる物語,品田遊,イースト・プレス,2021,本,232
1,B096NCX6RQ,,漫画,4,読み終わった,,,,2021/12/10 16:16,2021/12/7 0:00,若きウェルテルの悩み (まんがで読破),ゲーテ,Teamバンミカス,,電子書籍,
1,B01N0AEF3U,,自己啓発,4,読み終わった,,"教養,名言",,2021/12/4 14:40,2021/12/4 14:40,人生の教養が身につく名言集―――「図太く」「賢く」「面白く」 (三笠書房　電子書籍),出口 治明,三笠書房,2016,電子書籍,276
1,B0966RXV1N,,漫画,3,読み終わった,,論語,,2021/12/3 10:34,2021/12/2 0:00,論語 (まんがで読破),バラエティ・アートワークス,Teamバンミカス,,電子書籍,
1,B0966T3JGM,,漫画,3,読み終わった,,論語,,2021/12/3 10:34,2021/12/3 10:34,続・論語 (まんがで読破),バラエティ・アートワークス,Teamバンミカス,,電子書籍,194
1,B0922H3QCQ,,漫画,3,読み終わった,,,,2021/11/30 22:23,2021/11/30 22:23,神曲 (まんがで読破),ダンテ,Teamバンミカス,,電子書籍,194
1,486276309X,9.78E+12,自然科学,5,読み終わった,"内容は主に
・人とエネルギーとのこれまでの関わり
・エネルギーとは何か
・これから先、人はエネルギーとどう向き合っていけばよいのか
について書かれた本

わかりやすく面白いので、ワクワクしながら読むことができた。

エネルギーや資源は有限である以上、産業革命以降に発展を遂げた今の文明社会、生活はいつか立ち行かなくなることを改めて再認識。
分かっていても、今の自分の生活をすぐに変えれる訳でもないけど、その事を心に留めながら生活していきたい。

足るを知る。何ごともほどほどに。",,,2021/11/28 20:04,2021/12/20 9:29,エネルギーをめぐる旅 文明の歴史と私たちの未来,古舘恒介,英治出版,2021,本,416
1,B0854LNJ6N,,漫画,5,読み終わった,"努力、友情、勝利

少年漫画に共通する三大原則をこれでもかと詰め込んだ作品。

綺麗ごとかもしれない、そんなの現実じゃ難しいと言うかもしれない。
でも、そうと思ってても、主人公のガッシュと清麻呂が、頑張って、仲間と力を合わせて、ただ真っ直ぐに勝利を目指す姿は間違いなく心に突き刺さる。

大人になって現実の厳しさを嫌というほど味わっている大人たちにこそ、読んでほしい作品です。",,,2021/11/27 12:17,2021/11/21 0:00,金色のガッシュ!! 完全版 全16巻 新品セット,雷句 誠,クラーケンコミックス,,本,
1,B092476VCB,,漫画,3,読み終わった,,,,2021/11/27 8:18,2021/11/27 8:18,わが闘争 (まんがで読破),ヒトラー,Teamバンミカス,,電子書籍,194
1,429900633X,9.78E+12,小説,,積読,,,,2021/11/27 8:17,,護られなかった者たちへ (宝島社文庫),中山七里,宝島社,2021,本,480
1,4.06E+09,9.78E+12,経済・社会科学,4,読み終わった,,,,2021/11/27 8:16,2021/12/27 0:00,スモール イズ ビューティフル (講談社学術文庫),小島慶三,講談社,1986,本,408
1,4.57E+09,9.78E+12,自己啓発,4,読み終わった,,,,2021/11/7 19:15,2021/11/7 19:15,大人はもっと遊びなさい 仕事と人生を変えるオフタイムの過ごし方 (PHPビジネス新書),成毛眞,PHP研究所,2016,本,184
1,B00UEG2VXY,,漫画,5,読み終わった,,,,2021/11/3 10:36,2021/11/3 10:36,[まとめ買い] アドルフに告ぐ,手塚治虫,,,電子書籍,
1,B08H1HSJ3R,,その他,4,読み終わった,,農業,,2021/10/22 7:54,2021/10/19 0:00,ビジネスパーソンの新・兼業農家論,井本喜久,クロスメディア・パブリッシング（インプレス）,2020,電子書籍,204
1,B00DVN2VEQ,,経済・社会科学,4,読み終わった,,"社会,経済",,2021/10/14 20:48,2021/10/13 0:00,評価経済社会・電子版プラス,岡田斗司夫 FREEex,株式会社ロケット,2013,電子書籍,247
1,4.04E+09,9.78E+12,自己啓発,5,読み終わった,,"能,世阿弥",,2021/9/28 17:02,2021/10/3 22:39,風姿花伝・三道 現代語訳付き (角川ソフィア文庫),世阿弥,KADOKAWA,2009,本,448
1,4.80E+09,9.78E+12,その他,4,読み終わった,,読書,"読書のモチベーションが上がる本
・スラスラに読める
・ベストセラーも、読みたいと思ったら素直に読もう。
・これからは古典も少しずつ読んでいこう！",2021/9/26 22:29,2021/9/26 22:29,読書する人だけがたどり着ける場所 (SB新書),齋藤孝,SBクリエイティブ,2019,本,192
1,B073QHXPB4,,小説,3,読み終わった,,,"こういう世界観の本は初めて読む
現代社会に対する皮肉、問題提起って感じ
",2021/9/25 22:13,2021/9/26 9:55,名称未設定ファイル,品田遊,コルク,2017,電子書籍,221
1,4.79E+09,9.78E+12,自然科学,,積読,,"タイムマシン,サイエンス",,2021/9/25 22:11,,タイムマシンのつくりかた (草思社文庫),林一,草思社,2011,本,192
1,4.49E+09,9.78E+12,自己啓発,,積読,,NIKE,,2021/9/25 22:11,,SHOE DOG(シュードッグ) 靴にすべてを。,フィル・ナイト,東洋経済新報社,2017,本,560
1,4.31E+09,9.78E+12,自然科学,5,読み終わった,,科学,,2021/9/20 21:31,2021/9/20 21:31,サイエンス大図鑑 コンパクト版,アダム・ハート・デイヴィス,河出書房新社,2014,本,512
1,4.17E+09,9.78E+12,小説,5,読み終わった,,,,2021/9/18 23:38,2021/10/17 11:44,その日のまえに (文春文庫),重松清,文藝春秋,2008,本,368
1,4.17E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,スポーツ,,2021/9/18 23:38,2021/10/3 22:39,敗れざる者たち (文春文庫),沢木耕太郎,文藝春秋,2021,本,352
1,4.10E+09,9.78E+12,小説,,積読,,,,2021/9/18 23:37,,ルビンの壺が割れた (新潮文庫),宿野かほる,新潮社,2020,本,176
1,4.76E+09,9.78E+12,経済・社会科学,,積読,,政治,,2021/9/18 23:36,,政治のことよくわからないまま社会人になった人へ ひとめでわかる図解入り,池上彰,海竜社,2014,本,258
1,4.07E+09,9.78E+12,小説,4,読み終わった,,,,2021/9/11 23:30,2021/9/20 8:00,半沢直樹 アルルカンと道化師,池井戸潤,講談社,2020,本,354
1,4.80E+09,9.78E+12,芸術・スポーツ,4,読み終わった,,"サッカー,オシム",,2021/9/11 23:29,2022/3/2 22:42,オシムの言葉 フィールドの向こうに人生が見える,木村元彦,集英社インターナショナル,2005,本,240
1,4.59E+09,9.78E+12,自然科学,4,読み終わった,,脳科学,,2021/9/11 23:29,2021/9/18 23:36,脳には妙なクセがある (扶桑社新書),池谷裕二,扶桑社,2013,本,368
1,4.53E+09,9.78E+12,経営戦略,,積読,,流通,,2021/9/11 23:28,,流通の基本 (日経文庫ビジュアル),小林隆一,日本経済新聞出版社,2016,本,176
1,4.41E+09,9.78E+12,仕事術,3,読み終わった,,整理,,2021/9/5 22:49,2021/9/5 22:49,図解まるわかり 整理術の基本 (図解まるわかりシリーズ),新星出版社編集部,新星出版社,2011,本,192
1,4.86E+09,9.78E+12,仕事術,3,読み終わった,,整理,,2021/9/5 22:49,2021/9/5 22:49,図解 ミスが少ない人は必ずやっている[書類・手帳・ノート]の整理術,,サンクチュアリ出版,2009,本,208
1,B07V58J8WL,,哲学・宗教,3,読み終わった,,"仏教,生き方",,2021/9/3 21:19,2021/9/1 0:00,ブッダが教える愉快な生き方 NHK出版　学びのきほん,藤田一照,NHK出版,2019,電子書籍,82
1,B01GNKL2UC,,仕事術,4,読み終わった,,片付け,,2021/8/26 12:44,2021/8/31 0:00,トヨタの片づけ (中経の文庫),（株）OJTソリューションズ,KADOKAWA,2016,電子書籍,208
1,B07K6FMJB5,,小説,3,読み終わった,,,,2021/8/23 19:09,2021/8/24 0:00,世にも奇妙な君物語 (講談社文庫),朝井リョウ,講談社,2018,電子書籍,248
1,4.80E+09,9.78E+12,自己啓発,3,読み終わった,,習慣,,2021/8/20 21:09,2021/8/20 0:00,習慣が10割,吉井雅之,すばる舎,2018,本,208
1,4.80E+09,9.78E+12,経済・社会科学,4,読み終わった,,遺伝,,2021/8/14 10:55,2021/8/14 15:01,日本人の9割が知らない遺伝の真実 (SB新書),安藤寿康,SBクリエイティブ,2016,本,224
1,415209284X,9.78E+12,経済・社会科学,,積読,,"道徳,市場主義",,2021/8/14 10:55,,それをお金で買いますか 市場主義の限界,マイケル・サンデル,早川書房,2012,本,336
1,4.14E+09,9.78E+12,ノンフィクション・エッセイ,,積読,,教養,,2021/8/4 12:24,,おとなの教養 2―私たちはいま、どこにいるのか? (2) (NHK出版新書 581),池上彰,NHK出版,2019,本,240
1,4.10E+09,9.78E+12,ノンフィクション・エッセイ,,読み終わった,,エンタメ,,2021/8/4 12:23,2021/5/31 0:00,全裸監督 ―村西とおる伝― (新潮文庫),本橋信宏,新潮社,2021,本,880
1,4.10E+09,9.78E+12,小説,4,読み終わった,,寓話,,2021/8/1 16:03,2021/8/1 16:03,かもめのジョナサン (新潮文庫),リチャード・バック,新潮社,1977,本,142
1,4.10E+09,9.78E+12,ノンフィクション・エッセイ,,積読,,柔道,,2021/7/17 8:36,,木村政彦はなぜ力道山を殺さなかったのか 下 (新潮文庫),増田俊也,新潮社,2014,本,624
1,4.10E+09,9.78E+12,ノンフィクション・エッセイ,,積読,,柔道,,2021/7/17 8:35,,木村政彦はなぜ力道山を殺さなかったのか(上) (新潮文庫),増田俊也,新潮社,2014,本,576
1,4.10E+09,9.78E+12,歴史・伝記,4,読み終わった,,江戸,,2021/7/11 22:56,2021/7/11 22:56,一日江戸人 (新潮文庫),杉浦日向子,新潮社,2005,本,272
1,4.84E+09,9.78E+12,自己啓発,3,読み終わった,,読書,,2021/7/11 10:04,2021/7/11 10:04,本は10冊同時に読め! 本を読まない人はサルである!生き方に差がつく「超並列」読書術 (知的生きかた文庫),成毛眞,三笠書房,2008,本,171
1,456204800X,9.78E+12,自然科学,3,読み終わった,,"動物,世界史",,2021/7/4 11:57,2024/7/8 0:00,図説 世界史を変えた50の動物 (図説シリーズ),エリックシャリーン,原書房,2012,本,272
1,4.33E+09,9.78E+12,芸術・スポーツ,3,読み終わった,,"スポーツ,ビジネス",,2021/7/4 11:56,2021/7/4 21:17,日本のスポーツビジネスが世界に通用しない本当の理由 (光文社新書),葦原一正,光文社,2021,本,232
1,4.82E+09,9.78E+12,自己啓発,5,読み終わった,,"テニス,スポーツ,メンタル",,2021/7/4 11:55,2021/7/17 8:34,新インナーゲーム 心で勝つ!集中の科学,W・ティモシーガルウェイ,日刊スポーツ出版社,2000,本,
1,4.82E+09,9.78E+12,芸術・スポーツ,4,読み終わった,,"スポーツ,バスケット,bリーグ",,2021/6/27 13:15,2021/6/27 19:50,B.LEAGUE(Bリーグ)誕生 日本スポーツビジネス秘史,大島和人,日経BP,2021,本,272
1,4.89E+09,9.78E+12,経営戦略,,積読,,"カーボンニュートラル,エネルギー",,2021/6/19 21:17,,カーボンニュートラル実行戦略:電化と水素、アンモニア,戸田直樹,エネルギーフォーラム,2021,本,
1,B009IXHVC0,,小説,4,読み終わった,,,,2021/6/16 21:33,2021/6/14 0:00,ごん狐,新美 南吉,,2012,電子書籍,12
1,4.80E+09,9.78E+12,自己啓発,3,読み終わった,,日経新聞,,2021/6/13 12:13,2021/6/16 21:33,とりあえず日経新聞が読める本 社会人1年目からの (YARUJAN Books 03),山本博幸,ディスカヴァー・トゥエンティワン,2016,本,204
1,4.15E+09,9.78E+12,ノンフィクション・エッセイ,3,読み終わった,,,,2021/6/5 8:06,2021/6/12 23:51,よその子 見放された子どもたちの物語 (ハヤカワ文庫),トリイ・ヘイデン,早川書房,2004,本,576
1,4.80E+09,9.78E+12,仕事術,3,読み終わった,,法律,,2021/6/1 21:51,2021/5/31 0:00,ビジネスの法律を学べ!! (マジビジ 13),白川敬裕,ディスカヴァー・トゥエンティワン,2011,本,120
1,4.53E+09,9.78E+12,仕事術,4,読み終わった,,"法律,ビジネス法務",,2021/5/29 21:10,2021/5/29 21:10,ビジネス常識としての法律<第3版> (日経文庫 D2),堀龍兒,日経BPM,2021,本,320
1,4.33E+09,9.78E+12,会計・ファイナンス,4,読み終わった,,"法律,法人税",,2021/5/29 21:10,2021/6/3 7:27,分かりやすい「法人税法」の教科書 全ビジネスパーソンのための,木山泰嗣,光文社,2019,本,408
1,4.49E+09,9.78E+12,その他,4,読み終わった,,"読み方,新聞,雑誌,本",,2021/5/23 21:02,2021/5/22 0:00,僕らが毎日やっている最強の読み方 新聞・雑誌・ネット・書籍から「知識と教養」を身につける70の極意,池上彰,東洋経済新報社,2016,本,330
1,4.06E+09,9.78E+12,ノンフィクション・エッセイ,,積読,,"中国,共産党",,2021/5/21 20:06,,ワイルド・スワン (上),ユンチアン,講談社,1993,本,
1,4.06E+09,9.78E+12,ノンフィクション・エッセイ,,積読,,"中国,共産党",,2021/5/21 20:06,,ワイルド・スワン (下),ユンチアン,講談社,1993,本,
1,4.09E+09,9.78E+12,小説,4,読み終わった,,,,2021/5/7 23:26,2021/5/16 9:36,陸王,池井戸潤,集英社,2016,本,592
1,4.47E+09,9.78E+12,哲学・宗教,4,読み終わった,,"禅,宗教",,2021/5/5 8:35,2021/5/5 8:35,英訳付 What Is Zen?禅ってなんだろう,藤原東演,淡交社,2010,本,160
1,4.53E+09,9.78E+12,自然科学,4,読み終わった,,電気自動車,,2021/4/26 8:16,2021/4/25 0:00,きちんと知りたい!電気自動車メカニズムの基礎知識,飯塚昭三,日刊工業新聞社,2019,本,176
1,4.80E+09,9.78E+12,その他,3,読み終わった,,"生き方,働き方",,2021/4/16 22:14,2021/4/14 0:00,「発達障害かも?」という人のための「生きづらさ」解消ライフハック,姫野桂,ディスカヴァー・トゥエンティワン,2020,本,
1,4.10E+09,9.78E+12,小説,4,読み終わった,,,,2021/4/11 20:50,2021/4/11 20:50,わたし、定時で帰ります。 (新潮文庫),朱野帰子,新潮社,2019,本,368
1,4.05E+09,9.78E+12,小説,4,読み終わった,,,,2021/4/4 0:09,2021/4/4 0:09,ちょっと今から仕事やめてくる (メディアワークス文庫),北川恵海,KADOKAWA,2015,本,258
1,4.58E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,,,2021/3/23 21:11,2021/3/23 21:11,カカ・ムラド ナカムラのおじさん,ガフワラ,双葉社,2020,本,80
1,4.88E+09,9.78E+12,経済・社会科学,,積読,,住宅,,2021/3/21 22:01,,ゼロ炭素社会の住まいづくり 未来の子どもたちを守る家,小山貴史,創樹社,2016,本,
1,428420470X,9.78E+12,自己啓発,4,読み終わった,,"人生観,生き方",,2021/3/21 22:00,2021/3/22 21:38,13歳から分かる! 7つの習慣 自分を変えるレッスン,「7つの習慣」編集部,日本図書センター,2020,本,136
1,4.09E+09,9.78E+12,芸術・スポーツ,2,読み終わった,,スポーツ,,2021/3/13 22:49,2021/3/20 23:01,ドラえもん科学ワールド スポーツの科学 (ビッグ・コロタン),藤子・F・不二雄,小学館,2020,本,228
1,486410798X,9.78E+12,歴史・伝記,4,読み終わった,,"歴史,三国志",,2021/3/7 22:36,2021/3/12 21:54,マンガ 三国志I 劉備と諸葛孔明,吉川英治,飛鳥新社,2020,本,544
1,4.86E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2021/3/7 22:36,2021/3/21 9:20,マンガ 三国志II 赤壁の戦いと三国の攻防,吉川英治,飛鳥新社,2020,本,544
1,4.30E+09,9.78E+12,自己啓発,3,読み終わった,,体調管理,,2021/2/15 18:18,2021/2/13 0:00,まんがでわかる 最高の体調,鈴木祐,クロスメディア・パブリッシング,2020,本,208
1,4.91E+09,9.78E+12,経済・社会科学,4,読み終わった,,"電気,電力システム",,2021/2/15 8:04,2021/5/26 7:34,グリッドで理解する電力システム,岡本浩,日本電気協会新聞部,2021,本,
1,4.07E+09,9.78E+12,経済・社会科学,4,読み終わった,,"同調圧力,世間,社会",,2021/2/2 7:38,2021/2/8 8:02,同調圧力 日本社会はなぜ息苦しいのか (講談社現代新書),鴻上尚史,講談社,2020,本,184
1,4.12E+09,9.78E+12,経済・社会科学,2,読み終わった,,社会,,2021/2/1 8:10,2021/2/9 12:51,自由の限界 世界の知性21人が問う国家と民主主義 (中公新書ラクレ 715),鶴原徹也,中央公論新社,2021,本,312
1,4.91E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,料理,,2021/1/31 21:49,2021/3/13 9:06,料理と利他 (MSLive ! Books),土井善晴,ミシマ社,2020,本,168
1,4.80E+09,9.78E+12,仕事術,4,読み終わった,,働き方,,2021/1/25 11:01,2021/1/26 22:31,要領がよくないと思い込んでいる人のための仕事術図鑑,F太,サンクチュアリ出版,2020,本,216
1,4.17E+09,9.78E+12,ノンフィクション・エッセイ,,積読,,ベトナム戦争,,2021/1/22 22:47,,ベトナムの少女 世界で最も有名な戦争写真が導いた運命 (文春文庫 チ-5-2),デニス・チョン,文藝春秋,2001,本,464
1,B08SHQR1PX,,経済・社会科学,5,読み終わった,,"経済,社会",,2021/1/22 22:46,2021/1/25 7:46,一気にわかる！池上彰の世界情勢２０２１新型コロナに翻弄された世界編,池上 彰,毎日新聞出版,2021,電子書籍,208
1,B016U4O7PI,,ノンフィクション・エッセイ,,積読,,チョコレート,,2021/1/22 22:46,,チョコレートの真実,キャロル・オフ,英治出版,2007,電子書籍,341
1,B014IIOY9C,,IT・統計,4,読み終わった,,"ラグビー,コーチング",,2021/1/22 22:45,2021/1/24 8:35,ラグビー日本代表ヘッドコーチ エディー・ジョーンズとの対話　コーチングとは「信じること」 (文春e-book),生島 淳,文藝春秋,2015,電子書籍,200
1,B071XTFVYQ,,自己啓発,3,読み終わった,,睡眠,,2021/1/22 22:39,2021/1/22 22:39,「寝たりない」がなくなる本―――「効率のいい睡眠」を手に入れる方法 (王様文庫),菅原 洋平,三笠書房,2017,電子書籍,191
1,4.58E+09,9.78E+12,歴史・伝記,5,読み終わった,,歴史,,2021/1/15 16:42,2021/1/31 13:17,昭和史 1926‐1945 (平凡社ライブラリー 671),半藤一利,平凡社,2009,本,548
1,410127181X,9.78E+12,歴史・伝記,,積読,,歴史,,2021/1/15 16:41,,幕末史 (新潮文庫),半藤一利,新潮社,2012,本,528
1,4.58E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2021/1/15 16:41,2021/2/12 0:00,昭和史 戦後篇 1945-1989 (平凡社ライブラリー 672),半藤一利,平凡社,2009,本,614
1,419210010X,9.78E+12,漫画,5,読み終わった,,,,2021/1/3 20:57,2021/1/8 10:13,風の谷のナウシカ 全7巻セット トルメキア戦役バージョン (アニメージュCワイド判),宮崎駿,徳間書店,2003,マンガ,
1,4.09E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,"密猟,象牙,アフリカゾウ",,2021/1/3 20:56,2021/1/9 11:43,牙 アフリカゾウの「密猟組織」を追って,三浦英之,小学館,2019,本,248
1,4.62E+09,9.78E+12,その他,3,読み終わった,,本屋,,2021/1/3 19:06,2021/1/3 23:01,本屋って何?,稲葉茂勝,ミネルヴァ書房,2015,本,128
1,4.33E+09,9.78E+12,小説,3,読み終わった,,,,2021/1/3 16:33,2021/1/16 9:57,地底旅行 (光文社古典新訳文庫),ジュール・ヴェルヌ,光文社,2013,本,552
1,B00JPXEAJA,,漫画,4,読み終わった,,,,2021/1/1 16:09,2021/1/1 16:09,奇子　1,手塚治虫,手塚プロダクション,,電子書籍,224
1,4.49E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,,,2020/12/31 12:41,2021/1/21 9:11,THE LAST GIRL イスラム国に囚われ、闘い続ける女性の物語,ナディア・ムラド,東洋館出版社,2018,本,416
1,4.15E+09,9.78E+12,経営戦略,4,読み終わった,,,,2020/12/31 12:40,2021/1/15 13:05,マネー・ボール〔完全版〕 (ハヤカワ文庫NF),マイケル・ルイス,早川書房,2013,本,464
1,4.11E+09,9.78E+12,経済・社会科学,5,読み終わった,,"心理学,脳科学,スマホ",,2020/12/31 11:36,2020/12/30 0:00,スマホ脳 (新潮新書),アンデシュ・ハンセン,新潮社,2020,本,256
1,4.82E+09,9.78E+12,その他,4,読み終わった,,"心理学,認知行動療法",,2020/12/25 8:24,2021/1/20 8:28,今日から使える認知行動療法 「思考のクセ」に気づけば、心はスッと軽くなる,福井至,ナツメ社,2018,本,264
1,4.58E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,,,2020/12/25 8:23,2020/12/25 8:23,世界でもっとも貧しい大統領 ホセ・ムヒカの言葉,佐藤美由紀,双葉社,2015,本,112
1,4.00E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,読書,,2020/12/22 21:39,2020/12/19 0:00,面白い本 (岩波新書 新赤版1409),成毛眞,岩波書店,2013,本,192
1,4.79E+09,9.78E+12,歴史・伝記,3,読み終わった,,ギリシャ神話,,2020/12/22 21:38,2020/12/24 0:00,マンガ面白いほどよくわかる!ギリシャ神話,かみゆ歴史編集部,西東社,2019,本,256
1,4.05E+09,9.78E+12,自己啓発,3,読み終わった,,自己理解,,2020/12/22 21:37,2023/6/1 0:00,世界一やさしい「やりたいこと」の見つけ方 人生のモヤモヤから解放される自己理解メソッド,八木仁平,KADOKAWA,2020,本,224
1,4.41E+09,9.78E+12,小説,5,読み終わった,"一気読みでした。

大企業に立ち向かう主人公。
何度も心が折れそうになりながらも、家族や会社の仲間たち、色んな人の助けを借りながら、諦めずに立ち向かっていく姿に心が熱くなります。",,,2020/12/14 21:30,2020/12/17 23:10,空飛ぶタイヤ (実業之日本社文庫),池井戸潤,実業之日本社,2016,本,848
1,4.99E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/12/14 13:54,2020/12/14 13:54,マンガ ゆげ塾の構造がわかる世界史 増補改訂版,ゆげ塾,ゆげ塾出版,2018,本,
1,4.99E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/12/13 16:14,2020/12/13 16:14,マンガ ゆげ塾の中国とアラブがわかる世界史 増補改訂版,ゆげ塾,ゆげ塾出版,2019,本,
1,4.14E+09,9.78E+12,学習・教育,3,読み終わった,,"生き方,宗教",,2020/12/10 22:23,2020/12/10 22:23,NHK出版 学びのきほん ブッダが教える愉快な生き方 (教養・文化シリーズ),藤田一照,NHK出版,2019,雑誌,112
1,B08979F331,,経済・社会科学,3,読み終わった,,"経済,社会",,2020/12/8 18:27,2020/12/27 11:03,知らないと恥をかく世界の大問題１１　グローバリズムのその先 (角川新書),池上 彰,KADOKAWA,2020,電子書籍,206
1,B00F5P404C,,経済・社会科学,4,読み終わった,,"経済,社会,田舎",,2020/12/8 18:26,2020/12/11 0:01,里山資本主義　日本経済は「安心の原理」で動く (角川oneテーマ21),藻谷 浩介,KADOKAWA,2013,電子書籍,267
1,4.48E+09,9.78E+12,その他,4,読み終わった,,ファッション,,2020/12/8 18:25,2020/12/8 18:25,ユニクロ9割で超速おしゃれ,大山旬,大和書房,2017,本,208
1,4.17E+09,9.78E+12,小説,5,読み終わった,,,,2020/12/7 21:35,2020/12/9 10:36,ロスジェネの逆襲 (文春文庫),池井戸潤,文藝春秋,2015,本,432
1,4.07E+09,9.78E+12,小説,5,読み終わった,,,,2020/12/5 10:05,2020/12/5 10:05,半沢直樹 1 オレたちバブル入行組 (講談社文庫),池井戸潤,講談社,2019,本,400
1,4.07E+09,9.78E+12,小説,5,読み終わった,,,,2020/12/5 10:05,2020/12/7 16:40,半沢直樹 2 オレたち花のバブル組 (講談社文庫),池井戸潤,講談社,2019,本,416
1,4.49E+09,9.78E+12,歴史・伝記,3,読み終わった,,歴史,,2020/11/28 23:08,2021/6/4 23:34,超約ヨーロッパの歴史,ジョン・ハースト,東京書籍,2019,本,320
1,4.48E+09,9.78E+12,自然科学,,積読,,生物,,2020/11/28 23:07,,絶滅できない動物たち 自然と科学の間で繰り広げられる大いなるジレンマ,大下英津子,ダイヤモンド社,2018,本,
1,4.78E+09,9.78E+12,自然科学,4,読み終わった,,生物,,2020/11/28 23:06,2020/12/1 0:00,外来生物のきもち,大島健夫,メイツ出版,2020,本,160
1,B07N7ZHDQQ,,ノンフィクション・エッセイ,3,読み終わった,,旅,,2020/11/28 9:37,2020/11/27 0:00,東南アジア旅行記 上巻: クソみたいな人生から逃げ出す旅 (世界遺産ハンター出版),世界遺産ハンター,,,電子書籍,100
1,B07PFV7MXG,,ノンフィクション・エッセイ,3,読み終わった,,旅,,2020/11/28 9:37,2020/11/28 9:37,東南アジア旅行記　下巻: 人生なんて一瞬で変えられる (世界遺産ハンター出版),世界遺産ハンター,,,電子書籍,121
1,4.15E+09,9.78E+12,自然科学,4,読み終わった,,生物,,2020/11/27 11:18,2020/12/23 10:22,進化とは何か ドーキンス博士の特別講義 (ハヤカワ文庫NF),リチャード・ドーキンス,早川書房,2016,本,272
1,416391286X,9.78E+12,歴史・伝記,4,読み終わった,,経済,,2020/11/27 11:18,2020/12/14 9:11,Au オードリー・タン 天才IT相7つの顔,アイリス・チュウ,文藝春秋,2020,本,272
1,4.14E+09,9.78E+12,歴史・伝記,4,読み終わった,,自然,,2020/11/27 11:17,2020/12/12 16:39,天、共に在り アフガニスタン三十年の闘い,中村哲,NHK出版,2013,本,260
1,4.48E+09,9.78E+12,その他,4,読み終わった,,読書術,,2020/11/24 11:46,2020/11/24 0:00,本棚にもルールがある ズバ抜けて頭がいい人はなぜ本棚にこだわるのか,成毛眞,ダイヤモンド社,2014,本,216
1,4.09E+09,9.78E+12,小説,4,読み終わった,,,,2020/11/18 21:05,2020/12/31 12:40,白夜行 (集英社文庫(日本)),東野圭吾,集英社,2002,本,864
1,4.04E+09,9.78E+12,小説,4,読み終わった,,,,2020/11/18 21:05,2020/12/20 22:32,ナミヤ雑貨店の奇蹟 (角川文庫),東野圭吾,KADOKAWA,2014,本,416
1,4.04E+09,9.78E+12,小説,4,読み終わった,,,,2020/11/18 21:04,2020/11/24 0:00,ダ・ヴィンチ・コード(下) (角川文庫),ダン・ブラウン,KADOKAWA,2006,本,292
1,4.04E+09,9.78E+12,小説,,積読,,,,2020/11/18 21:04,,天使と悪魔 (上) (角川文庫),ダン・ブラウン,角川書店,2006,本,340
1,404295507X,9.78E+12,小説,,積読,,,,2020/11/18 21:04,,天使と悪魔 (中) (角川文庫),ダン・ブラウン,角川書店,2006,本,324
1,4.04E+09,9.78E+12,小説,,積読,,,,2020/11/18 21:04,,天使と悪魔 (下) (角川文庫),ダン・ブラウン,角川書店,2006,本,340
1,4.04E+09,9.78E+12,小説,4,読み終わった,,,,2020/11/18 21:03,2020/11/19 10:22,ダ・ヴィンチ・コード(上) (角川文庫),ダン・ブラウン,KADOKAWA,2006,本,308
1,4.04E+09,9.78E+12,小説,4,読み終わった,,,,2020/11/18 21:03,2020/11/20 13:27,ダ・ヴィンチ・コード(中) (角川文庫),ダン・ブラウン,KADOKAWA,2006,本,288
1,B00JPXEB5S,,漫画,4,読み終わった,,,,2020/11/15 22:39,2020/11/14 0:00,火の鳥　6,手塚治虫,手塚プロダクション,,電子書籍,174
1,B00JPXEB1M,,漫画,4,読み終わった,,,,2020/11/15 22:39,2020/11/20 0:00,火の鳥　7,手塚治虫,手塚プロダクション,,電子書籍,182
